tempo_s,freq_khz,potencia_db_rel
1.992,2.21875,-43.068928
2.072,2.21875,-63.731094
2.144,2.21875,-70
2.224,2.21875,-50.543804
2.296,2.21875,-51.110756
2.376,2.21875,-43.393951
2.448,2.21875,-59.618385
2.528,2.21875,-70
2.6,2.21875,-67.721176
2.68,2.21875,-65.790565
2.752,2.21875,-55.347931
2.832,2.21875,-48.653507
2.904,2.21875,-44.353249
2.984,2.21875,-41.097816
0.016,2.375,-70
0.096,2.375,-70
0.168,2.375,-70
0.248,2.375,-70
0.32,2.375,-35.630737
0.4,2.375,-30.648544
0.472,2.375,-39.118427
0.552,2.375,-50.276775
0.624,2.375,-70
0.704,2.375,-54.652184
0.776,2.375,-59.901932
0.856,2.375,-60.346992
0.928,2.375,-52.359596
1.008,2.375,-50.521637
1.08,2.375,-54.178329
1.16,2.375,-57.508041
1.232,2.375,-70
1.312,2.375,-38.284336
1.384,2.375,-51.063099
1.464,2.375,-60.301575
1.536,2.375,-59.65258
1.616,2.375,-70
1.688,2.375,-62.932259
1.768,2.375,-36.385414
1.84,2.375,-32.838215
1.92,2.375,-48.337975
1.992,2.375,-50.314537
2.072,2.375,-70
2.144,2.375,-70
2.224,2.375,-52.015144
2.296,2.375,-45.111992
2.376,2.375,-35.234627
2.448,2.375,-51.958153
2.528,2.375,-58.974358
2.6,2.375,-70
2.68,2.375,-70
2.752,2.375,-48.043442
2.832,2.375,-41.002831
2.904,2.375,-31.892132
2.984,2.375,-40.779327
0.016,2.5625,-70
0.096,2.5625,-70
0.168,2.5625,-70
0.248,2.5625,-70
0.32,2.5625,-33.993141
0.4,2.5625,-18.05489
0.472,2.5625,-32.666008
0.552,2.5625,-60.30294
0.624,2.5625,-70
0.704,2.5625,-60.49865
0.776,2.5625,-50.501865
0.856,2.5625,-48.859974
0.928,2.5625,-70
1.008,2.5625,-48.738373
1.08,2.5625,-70
1.16,2.5625,-57.265854
1.232,2.5625,-70
1.312,2.5625,-29.721905
1.384,2.5625,-32.127796
1.464,2.5625,-41.501431
1.536,2.5625,-70
1.616,2.5625,-70
1.688,2.5625,-45.012695
1.768,2.5625,-25.915821
1.84,2.5625,-26.808804
1.92,2.5625,-36.642155
1.992,2.5625,-49.436054
2.072,2.5625,-59.830803
2.144,2.5625,-68.108292
2.224,2.5625,-42.213856
2.296,2.5625,-35.156269
2.376,2.5625,-35.641815
2.448,2.5625,-51.197868
2.528,2.5625,-64.444473
2.6,2.5625,-65.408142
2.68,2.5625,-70
2.752,2.5625,-39.057396
2.832,2.5625,-22.915348
2.904,2.5625,-33.532139
2.984,2.5625,-40.469719
0.016,2.71875,-70
0.096,2.71875,-70
0.168,2.71875,-70
0.248,2.71875,-70
0.32,2.71875,-24.217178
0.4,2.71875,-24.86211
0.472,2.71875,-38.804329
0.552,2.71875,-48.327312
0.624,2.71875,-70
0.704,2.71875,-47.657703
0.776,2.71875,-43.517822
0.856,2.71875,-45.442871
0.928,2.71875,-41.383331
1.008,2.71875,-54.570946
1.08,2.71875,-55.284706
1.16,2.71875,-62.466499
1.232,2.71875,-70
1.312,2.71875,-31.859318
1.384,2.71875,-35.96941
1.464,2.71875,-46.349339
1.536,2.71875,-58.992081
1.616,2.71875,-70
1.688,2.71875,-47.281433
1.768,2.71875,-32.517479
1.84,2.71875,-28.390598
1.92,2.71875,-45.300945
1.992,2.71875,-43.443455
2.072,2.71875,-61.563896
2.144,2.71875,-70
2.224,2.71875,-44.051952
2.296,2.71875,-36.584774
