block_id,write_us,write_interval_ms,source_ring_before_samples,source_ring_after_samples,driver_depth_before,driver_depth_after
180,0.800000,20.029200,15360,14400,1,2
181,1.700000,20.083400,15360,14880,1,2
182,1.100000,20.046900,15360,14400,1,2
183,0.800000,20.021200,15360,14400,1,2
184,1.200000,20.037800,15360,14400,1,2
185,0.700000,19.032000,15360,14400,1,2
186,0.800000,20.019600,15360,14400,1,2
187,0.800000,20.018700,15360,14400,1,2
188,0.900000,20.083400,15360,14400,1,2
189,0.600000,20.117700,15360,14400,1,2
190,0.900000,20.049500,15360,14400,1,2
191,0.900000,20.021700,15360,14400,1,2
192,1.100000,20.054200,15360,14400,1,2
193,0.700000,20.028700,15360,14400,1,2
194,0.800000,20.067400,15360,14400,1,2
195,0.800000,20.024600,15360,14400,1,2
196,1.200000,20.031200,15360,14400,1,2
197,1.000000,20.063200,15360,14400,1,2
198,0.700000,20.096900,15360,14400,1,2
199,0.900000,20.020700,15360,14400,1,2
200,1.200000,20.155300,15360,14400,1,2
201,3.400000,20.042300,15360,14400,1,2
202,1.000000,20.039800,15360,14400,1,2
203,1.200000,20.030100,15360,14400,1,2
204,1.200000,19.132000,15360,14400,1,2
205,1.100000,20.072700,15360,14400,1,2
206,0.800000,20.034100,15360,14400,1,2
207,1.700000,20.055900,15360,14400,1,2
208,1.000000,20.037200,15360,14400,1,2
209,1.200000,20.031000,15360,14400,1,2
210,0.900000,20.030500,15360,14400,1,2
211,1.700000,20.041000,15360,14880,1,2
212,1.400000,20.063900,15360,14400,1,2
213,0.600000,20.034700,15360,14400,1,2
214,0.700000,20.142400,15360,14400,1,2
215,1.000000,20.157300,15360,14400,1,2
216,1.000000,20.086600,15360,14400,1,2
217,1.300000,19.127000,15360,14400,1,2
218,1.200000,20.026800,15360,14400,1,2
219,1.200000,20.029500,15360,14400,1,2
220,1.100000,20.031000,15360,14400,1,2
221,1.100000,20.048500,15360,14400,1,2
222,0.600000,20.052200,15360,14400,1,2
223,0.900000,20.035500,15360,14400,1,2
224,1.300000,20.043800,15360,14400,1,2
225,0.800000,20.026300,15360,14400,1,2
226,0.900000,20.040300,15360,14880,1,2
227,0.900000,20.105300,15360,14400,1,2
228,1.000000,20.033200,15360,14400,1,2
229,0.800000,20.042700,15360,14400,1,2
230,0.900000,20.025200,15360,14400,1,2
231,0.900000,20.080400,15360,14400,1,2
232,1.000000,20.031700,15360,14400,1,2
233,0.600000,20.026800,15360,14400,1,2
234,0.800000,20.019300,15360,14400,1,2
235,1.000000,20.030600,15360,14400,1,2
